komentar,platform
Banyak jump scare wkwk,youtube
Paraaahhh si pengabdi setan 2 niihh...kereenn bgtt...kagak dikasih napaass....nyesekk bett...,youtube
"Maaf tolong penulis ataupun sutradara kalau membuat tokoh agama seorang ustadz endingnya jangan ikut mati kena setan, itu membuat asumsi koda orang bahwa seorang yg berpegang pada agama itu ngga selamat dati gangguan jin",youtube
"Film pengabdi setan 2, ga sebagus yg pertama, cerita akhir yg pertama ga kelanjut sama yg kedua, malah ending yg kedua sama kyk ending yg pertama. Jdi ga dilanjut sama yg kedua. Jujur jelek sih nih film.",youtube
Flem setan knp sih gelap2pan jarang ada lampu gitu😁 biar makin serem gitu ? 😁,youtube
Abis nonton tadi,youtube
Bumil boleh nonton?,youtube
padahal rumah deket sm lokasi tp kok bisa gak tau ya...,youtube
"Udah nonton , buat yang belum nonton wajib di tonton sih",youtube
ngeri2 sedaap keren bang joko anwar...,youtube
Nonton yg pertama aja sampe kebayang2 lamaaa bgt. Mau nonton yg kedua jd takut tapi penasaran. Wkwk,youtube
1:23 kinda reminds me of Lucas scene looking at Max with Vecna got in her mind.,youtube
"This trailer lowkey has the Stranger Things vibe, idk maybe it's just my feeling even the clock sound reminds me of Vecna😂",youtube
Film gila...sinting,youtube
Pasti degdegan yang adegan lift kan??,youtube
" @delonpramudya2219  wkwkwk iya, sama 2 adegan kotak sampah, ngecek mayit², pokoke banyak kalik yg bikin jantung berhenti sebentar",youtube
"2025, hehehe",youtube
"ustad juga tetap manusia biasa mas, what do u expect",youtube
"Apanya yang gak kelanjut ? Di PS 2 dijelasin knp mereka di terorr saat ibu mati, kemana ayah, apa pekerjaan ayah, siapa itu ian, kelompok sekte, dan sosok yang mirip ibu. Itu semua dah jelas, muka kau jelek gk ngerti film",youtube
" @dwightschrute1010  maklum,,, kurang cerdaass, klo org cerdas psti bilangnya bagus bangett 😁 😀",youtube
"takutnya bumil yg nonton jadi parno, soalnya dalam filmnya ada scene bumil",youtube
 @muh.owendarmawan4913  oke terima kasih,youtube
Anjir mental -1🤣,youtube
"udah nonton ,dan selama di bioskop ngantukk banget alur cerita nya boring banget 😴ga serem",youtube
Warga bekasi nyimak yg tmpat shoting nya di deket sini,youtube
Seremnya di mana sih...kok kyk b aja ya,youtube
Yg udah nonton bagus gak yah ceritanya ..,youtube
"Ga bp ga ema sama aja, kasian bener yg jd anaknya. Btw apa kabar ya anak terakhir yg jd iblis di season 1. Yg rambut kriting itu bukan bastian steel kan?",youtube
Udah nunggu² scene panjang yg ada Fahri Albar dan Asmara Abigail... Tp nampilnya masih sedikiiit.. 😂,youtube
Di trailer akhir anak ny liat kunti di tangga. Hahaha manaa adaa setan tampilij wujudnya.,youtube
"totalitas, amazing, menegangkan, seru, worth to watch ❤️‍🔥 mantep bgt film garapan Joko Anwar 🤩❤",youtube
CANT WAIT NONTON SENDIRIAN LAGI!!!!,youtube
"Bang joko bikin gaduh bioskop ,,",youtube
flmnya sangat bagus,youtube
"Hari pertama penayangan PS2 tembus 500 k,  sedangkan KKN desa penari 400k, yuk bisa yuk lebih dari KKN desa penari, bisa lah 10 juta. Soalnya nih film , film horror trbaik yg pernah gue liat",youtube
"Guys!! Gw udah nonton!! Kerennn bangettt!!!! 
Tp masih ada bbrp hal yang jadi pertanyaan buat gw. Dan masih ada hal dr segi stories yg membingungkan, tp mungkin gw harus nonton ulang untuk itu. Trus di bagian klimaks ada scene yg cukup ngeganggu karna efek atau dr lighting (gw kurang tau) pokoknya itu agak bikin sakit mataa, harusnya bagian itu bisa dipake POV Rini aja ga sih? Tapi untuk segi visualisasi SEKERENNNN ITUUUU WOYYYY!! Apalagi pas opening, itu tone warna filmnya cantik bangetttt. Bener-bener setiap scene difilm itu epick banget sih. Filmnyaa harus hype. Dan harus banyak yang tau kalau Indonesia punya film sebaguss dan sekeren ini. Setelah Ivanna ternyataa ekspetasiku nyampek difilm Bang Joko ini. Pokoknyaa apresiasi tinggi buat orang-orang yang ada di film ini. KALIANNN KERENNN!!!! Ga sabar untuk sekuel berikutnya (kalau ada)",youtube
"mantap filmnya colornya sudah bisa nyaningi
 Stranger Things ❤❤❤❤❤❤👍👍👍👍",youtube
"gila gila gila , ini film keren mampus parah , dr awal sampe akhir kek dibikin naik roaler coaster",youtube
"Bagus sih filmnya ,,tapi sayang
Agama Hannya pemanis di dlm film horor , dan agama kalah sama setan

Beda dengan cerita original pengabdi setan ending agama yg menang",youtube
Perna kesana sama ci vilmei serem😭😭 aku masih di dalam gak bisa keluar akir nya bisa juga pagi nya😊😊,youtube
"tolong dong kasih tau bagi yang tau nama/jenis/merek senter yang di gunakan di video, pengen punya juga",youtube
Di youtube blom ada y,youtube
"Scene ini kelihatannya seram,tapi ini bagian lucu nya, dijamin ngakak deh",youtube
kayaknya rusunnya beda sama yg ending ps1,youtube
ga mendidik..,youtube
Alguém brasileiro sabe onde assistir esse filme só que o 2? Assisti o 1 e agora queria ver o 2,youtube
"Does anyone know when it will premiere abroad? when will it debut in Brazil, for example",youtube
"anj kaget, prasaan ga gitu alur nya 🙂 jadi nyesel nonton yutub nya 🥲",youtube
"""This is the creepiest scene.! im scared.!

meanwhile Syrian and Gaza people : ""haha, this scene is so funny man..""",youtube
scene ini ngakak wkwk,youtube
sebenernya suka banget aku sama film ini kemarin nonton.. cuma yang agak membuat bikin mikir ini cuma film gara2 belatungnya ngga pake belatung asli tapi pake ulat hongkong.. ini mah setiap hari liat buat makanan burung,youtube
1:16,youtube
Parah si ini film. Atmosfer satu studio bioskop bener2 berubah drastis ketika filmnya dimulai. Jumpscarenya juga dibangun dengan sangat baik. Intinya ketika ketenangan mulai terasa mencekam mulailah untuk bernafas karena sangat sulit untuk bernafas di sela2 teror di sepanjang film ini. Mantap Bang Joko pokoknya,youtube
"Fix ini mah

Masih lebih parah rusun The Raid ketimbang rusun Pengabdi Setan

Bahkan mayat2 korban pembantaian digeletakin gitu aja berceceran, kalau di Pengabdi Setan, mah masih mending dikafani dan disimpen di kamar masing2",youtube
"Mending nonton PS dari pada si joget2 ga jelas , viral doang di twitter , giliran jadi film , jauh dari ekspektasi . Berharap PS ada trilogi nya 👍",youtube
6/10,youtube
0:34 Mlekom~,youtube
"Sebenernya scene ini hanya filler, tapi tetep bs dinikmatin",youtube
Adegan yg udah siap2 kena jumescare  tp ternyata cuma prank 😂😂,youtube
di Disney bro,youtube
iy emg pindah rusun,youtube
Si ustadnya encok parah ampe ketekuk badannya,youtube
beda genre woi,youtube
Wkwkwk,youtube
Masih kalah sama Film KKN Desa Penari dari segi jumlah penonton dan jalan ceritanya.,youtube
"Bagus filmnyaaa salut buat efek, gambar dan creepy nyaaa dapat bangettt...ditambah ada gokil2ny paket komplit nih film 😍😍😍 berasa nnt film luar , walau endingnya kurang klimaks sajaaa...overall ga kalah dgn PS1 👍👍👍",youtube
"Spoiler Alert

Pengabdi Setan 2 ini bener2 film horror Indonesia yang pernah ada, naskahnya ditulis, aktor2 nya  bermain dan nuansanya gelap seperti film DC.

Scene favorit adalah ketika kemunculan sosok Ibu dan kemudian berkata :


""Waktunya Mengabdi..""",youtube
Mau senter atau korek?,youtube
Tony abis dibakar tadi ustadz,youtube
Ngakak yg scane ini ustadz nya kayak ngerjain si toni 🤣,youtube
"Joko anwar gila filmnya selalu kebawa atmosfer stiap gua nonton film² karya dia kek pengabdi setan 1&2 , perempuan tanah jahanam cma gua kcew d film ini yg prtma ama kedua knpa sosok ustadnya kalah mulu ama hantu???",youtube
Ko gw ga kaget ya .. malah brtanya.. prasaan td yg pegang senter ustad knp jd dia... Dan harusnya yg nutup jendela itu pemilik /tuan rumah... Tp ok ini film ckup bagus...🤗,youtube
Udah nonton 😆😆😆,youtube
ADA BERAPA JUMLAH FILM TENTANG SETAN DI INDO???? WKWKWKK,youtube
"Ustaddd...?
Iyaaa?
😂",youtube
Majukan film Indonesia mantab,youtube
kurang.. klamaan di awalnya. Yg prtama dari awal dah kliatan serem dari mulai emaknya yg skarat di kasi baju daster putih dan dikasi lonceng. Disini cuma mayat2 dikafanin doang isinya. Cuma ratu felisa nya aja yg bkin betah duduk lamaan. Bgtu dia nya mati lngsung males,youtube
"Keren film nya ,, gk lebay",youtube
"https://youtu.be/lEauwH7j1HU

Streaming film gratis",youtube
Udah nonton...tp menurutku jumpscarenya lbh banyak di pengabdi setan 1.,youtube
Ya?,youtube
Cool Movie Trailer!,youtube
"Bang Joko sendiri udah bilang, film ini dibuat have fun aja, dinikmati soalnya dia bikin ini karena pure dia memang suka sebagai hiburan selepas pandemi. Mungkin emang gak setinggi ekspektasi orang2 tapi gua lebih setuju kalau PS 1 dan 2 ini ya sebagai patokan standart paling dasar perfilman horor indonesia, alias ya harus begini kualitas film horor. 

Yg bilang plot nya nanggung dll karena emang PS ini direncanain sebagai 1 universe yg bakalan dilanjut di film2 selanjutnya buat mecahin berbagai misteri yg masih tertinggal.",youtube
Nyesel nonton film ini... kebanyakan merem. Tahu2 udah selesai ajah. Apa bagusnya pelem yg nontonnya sambil merem?,youtube
kalah gmn dri jalan cerita emg?,youtube
KKN mah krna uda buming duluan maka ny yg nntn banyak,youtube
Kalau yang sudah liat filmnya pasti tau selanjutnya ada apa di akhiran scene itu 🤭,youtube
 @orangorang7010  hahaaa😂,youtube
Hahah😂,youtube
Bangke emang scene ini,youtube
Ngohahaha... kena prank ustad,youtube
Ustat nya megelin,youtube
Film seru abis.ada lucu nya ada serem nya.😊,youtube
Hari ini aku mau nonton doain aku puas ya hehe udah lama nungguin mudah2an sekuelnya makin bagus. Please jangan spo iler ya ntr bikin kurang greget nontonnya,youtube
"Thangkyou yg udh ak ajjk nntn film in,hee filmny seru,tegang kocak wehehe",youtube
Kesel ama pak ustad nya 😫,youtube
"knp pak haji dari pengabdi setan thn 1980, thn 2017, thn 2022, pasti selalu mati dimakan setan? bknkah pak haji itu alim ulama?? bknkah setan hrsnya jg takut kpd Allah? knp bisa2nya setan ngebunuh pak haji??",youtube
"baru liat tadi,,, jujur gua biasanya nonton film horor bukan karna gua suka film horor tapi karna istri yg hobi,, wkwkwkw,,, dan baru kali ini gua liat film horor puas banget,, di bandingkan "" KKN desa ponari "" krna gua juga liat film itu,, dan istri saya pun mengakui,, bahkan istri saya bilang,, harusnya pengabdi setan 2 ini harus lebih rame penontonnya dripda KKN,, tanks joko anwar tara basro dan semua pemain dan kru,,",youtube
"Film yg pertama seru, bagus, tapi agak kurang serem.
Nah yg kedua ini lebih dapet seremnya.",youtube
"Filmnya keren banget njirrr adegan2 pocongnya bikin bulu kuduk merinding.
Sampe sekarang gw masih kebayang rasa takut nonton tadi.",youtube
"Gilaaaa gilaaaaaa nih film , sumpah sesek nafas gue nonton nya njir",youtube
"Film horror Ter de best sih ini mah, kalah yg lain pokoknya,, kalo horror yg lain paling sekali doang nontonnya, tapi kalo pengabdi setan 2 udh 2x balik nonton di bioskop 😂😂 baru kali ini senengnya Ampe bgt bgt bgt 👍👍👍",youtube
"Baru kemaren nonton, anjir seriusan wajib nonton yang lain, gua aja sampe kebayang bayang sampe rumah",youtube
pak ustadz sekalinya nge-prank bikin jantungan,youtube
"Kasian jual kain di pasar, kok tau2 jd mayat",youtube
Salah satu film horor terbaik,youtube
"Kl lihat filmnya ada yg berbeda setting rusunnya..pas ending scene setting rusun di pengabdi setan 1 berbeda dgn setting rusun di pengabdi setan 2, knp gak dibuat sama ya?",youtube
Cinematography nya keren banget,youtube
"Film b*ngsat...
Nyerang mental njirrr, gw nonton sampe sesek.",youtube
poci king of jurig :( paling serem menurut gw,youtube
Pindah rusun,youtube
 @TsubasaPotter1  oh syg bgt pdhl lbh oke dan pas settingan rusun di ending scene pengabdi setan 1 terasa lebih nuansa tahun 80-90an..rusunnya pengabdi setan 2 lbh terasa tahun 2000an..,youtube
pindah rusun karena penghuninya suka ngurusin orang lain 😂😂,youtube
Yg jadi pa prabu bukan sih wkwkw,youtube
"Gue udah nonton, dan sumpah gue nangis karena filmnya keren asli 🥹🥹",youtube
"Film nya kontil cokk, jelek bet alur cerita nya, cuman bagus dri teknik nya aja",youtube
Sayang aku jauh kalo di Indonesia pasti nonton semoga ada di upload di youtube di beberapa bulan mendatang,youtube
Jangan dibuka nanti baper https://youtu.be/15jUT7C106A,youtube
"Syukur pengabdi setan telah kembali ✨✨👁️👄👁️ 
Tetep menjadi raja  horor terbaik Indonesia",youtube
Selesai nonton ga berani naik lift 🤮🤮🤮,youtube
"Jumpscare bikin takut   NO
jumpscare bikin ketawa YES",youtube
Jumpscare ini MEMBAGONGKAN. nonton aja dulu di bioskop haha,youtube
Film setan ya lucu,youtube
Wadefakkk😅😅,youtube
Wahh gila pasti seru nih filmnya 🤩🤩🤩,youtube
Mantapppp deg deg an muluuu nontonya,youtube
Buset kaget anj,youtube
"Kualitas film itu penghargaannya FFI, bukan dr jumlah penonton. PS1 jelas menang 7 FFI. 
Ya kita liat aja film yg cuma menang jumlah penonton itu apa bisa menang FFi banding PS2. Krn dr liat klip ini doang si udh jelas yg menang siapa 😌🍵🥂",youtube
Wow ngeri,youtube
Terbaik sih adegan ini,youtube
"Tonton guys, gw udah nonton kemarin, asli dari awal sampai akhir kudu siap mental wahahajaja, camera movement sama ceritanya keren abiz cuj",youtube
Intinya the best sumpah pake banget,youtube
"Tony : ""Ustadz...?""
Ustadz : ""Apa?""

🥺",youtube
Loh kok sama sih? Saya LAKIK juga nangis di babak akhir film,youtube
loser comment i've ever seen,youtube
padahal alurnya jelas 😅 jeleknya bagian mana Bro? 😅,youtube
huhh,youtube
"Yang barusan nonton, absen
Dari bandung hadir😁",youtube
Kok bisa dari trailernya terlihat be ajah pas nonton full horornya berasa banget mantap Joko Anwar memang,youtube
Dah dua pulak emmmmmmm nanti mesti ada yang ke 3,youtube
Lebih serem dari film setan yang joget joget,youtube
"Gw berasa gelap gelapan banget , gokill. Sengaja nonton di teater jomo, biar bisa rebahan",youtube
"Baru kelar nonton, hadeuh emg gak gagal joko anwar kalau bikin film. Ambience nya 10/10 ngerasain pusing nya rumah susun itu",youtube
Kagum sama Mbak Tara. Konsis mainnya. Semoga sukses aja filmnya ya 😉,youtube
Fiks harus nonton nih film!,youtube
FILM HOROR TERBAIK INDONESIAA.,youtube
Seprtinya mereka terkena genjutsu,youtube
Apa masih ada disinj yg jadi pengabdi mantan 2,youtube
"lemes sebadan badan nonton ini, gasabar mau nonton ini minggu depan",youtube
Film ini pasti bisa 15 juta penonton dalam 1 bulan.,youtube
"Wd mochtar , fahrul rozi, siska widowati, ruth pelupessy koq ga tampil lagi 😊😊😊",youtube
"minggu depan ada rencana nonton sama temen temen :') e ... ini klip lewat beranda , nyoba iseng2 liat! malah skrng mau nonton jadi takut! :') kan bangke! nonton nggak ya ... liat ini aja udah bikin spot jantung! layar hp dijauhin! masih tipis2 buka mata! :') huaaaaaa :'( :'( :'(",youtube
"Aseli ini pilem bagus banget
Horornya dapat
Joke2 lucu nya bolela
settingan jakarta tempo dulu dgn nuansa taon 80an jadi terkenang lagi. 
Joko anwar.. Memang jagonya bikin Horor ..
Di tunggu  skuel ke 3 pengabdi setannya.. Krn keknya pilem ini masih ada klanjutannya kek marpel",youtube
Gw nonton ni trailer disiang hari dan ngidupin lampu dong,youtube
"PSC 2 SEREMNYA BIKIN GAK NYAMAAN DARI AWAL SAMPE AKHIR BIKIN NAFAS, DUDUK, SUASANA HATI GAK TENANG.
BAHKAN POPCORN DAN MINUMAN SAMPE FILM KELAR GAK GUBRIS.
KALO KALIAN PERNAH NONTON FILM NYA A24 MIDSOMAR, NAAH PSC 2 INI SANGAT SANGAT SANGAAT MENGANGGU.
KALIAN BAYANGKAN PENONTON GAK DI BUAT TAKUT KARNA JUMPSCARE TAPI ASLI GAK NYAMAN.
MULAI DARI PAK MAYA DI AWAL AJA, NGGAAAAK BANGET, BELUM LAGI DIALEGNYA FACHRY ALBAR AUUUH REAL PSIKOPAT EVER HAD.
MISAL OKE DI MENIT INI GW BAKALAN TREAK PENGABDI MANTAN (MISAL) EH KAKA JOKO NYERET RASA TAKUT GW KELAMAAN SAMPE GW BENARAN GABISA SANTAI DEMI ALLAH.
KALO KALIAN NONTON PAS RATU FELISHA, ADUUH PLEASE NGGAK BANGET.
DAN GW MASIH BINGUNG APAKAH PAK USTADNYA ITU ADL ORG YG KITA KENAL (....?) TAPI SUMPAH DEMI APAPUN BAGIAN ITU JUGA GAK ENAAK DI MATA.
GW GAK AKAN NGASIH RATE NILAI KARNA INI HARUS DI KASIH APRESIASI SETINGGI2NYA UNTUK SEBUAH JALINAN HOROR SETELAH 7 TAHUN NUNGGU DAN YAAAH THANKS KAKA JOKO AND CAST.
GW HARAP DI PS3 NEXT HARUS JELASIN APA FUNGSI ASMARA DAN FAHRY GAMAU TAU MEREKA MUNCUL DIKIT DOANG DAN BIKIN MIKIR WHO THEY ARE?
AND THE LAST SCENE
TOOOOOOOP MARKOTOP
KEGANGGU, GAK ENAK, NGGAK BANGET YANG GW BAHAS SEJAK AWAL DI AKHIR KEJAGAA DENGAN TIDAAK RAMAH TIDAK SOPAN DI HATI 😂

UNTUK KALIAN SEMUA YANG BELUM NONTON SILAHKAN TEMENIN TARA BASRO DI RUANGAN, KEBETULAN DISITU KELUARGA LENGKAP SEMUA, APRESIASILAH MAHA KARYA PERFILEMAN INDONESIA.
SELAGI KITA DIBERIKAN KESEMPATAN OLEH ALLAH UNTUK LEGA DUDUK DI KURSI BIOSKOP TANPA COPID, BERBAHAGIALAH SAHABATKU.

LOVE JOKO ANWAR ❤️",youtube
"Gue dah nonton tadi, asli serem banget siih. Gue yakin yg bilang ah ga serem, nontonnya sambil merem, atau sok2 sibuk main hp karena gengsi kalo liat layar teriak jejeritan 🤣",youtube
"Gue nonton reaksi penonton pengabdi setan yg pertama, ada mas2 gondrong senyam senyum tpi matanya merem, abis tuh komen ah filmnya biasa. lagak lo udin! 🤣",youtube
"Di luar ekspektasi. 
 Sepertinya ekspektasi saya ketinggian.
Film nya masih abu2 banyak konsirasi yg belum terjawab",youtube
"Lokasi rumah susun bukan di Jakarta Timur, tapi di Sumber Arta, Bekasi.",youtube
"👍mantap horornya, senternya juga ikut horor pindah tangan",youtube
Saya mute suaranya sehingga saya enjoy menikmati trailernya ... Terimakasih,youtube
Jam berapa Om tayang nya hari ini sudah tgl 4,youtube
"Nih gw kasi analogi simpel klo gk nyampe sih lu bego bgt.

Honda beat sama nmax di jalan berseliweran banyakan yg mana?",youtube
